filename,site,day,month,year,date
20230530_102000.WAV,PRIMAVERA,30,5,23,5/30/23
20230530_103000.WAV,PRIMAVERA,30,5,23,5/30/23
20230530_104000.WAV,PRIMAVERA,30,5,23,5/30/23
20230530_105000.WAV,PRIMAVERA,30,5,23,5/30/23
20230530_110000.WAV,PRIMAVERA,30,5,23,5/30/23
20230530_111000.WAV,PRIMAVERA,30,5,23,5/30/23
20230530_112000.WAV,PRIMAVERA,30,5,23,5/30/23
20230530_113000.WAV,PRIMAVERA,30,5,23,5/30/23
20230530_114000.WAV,PRIMAVERA,30,5,23,5/30/23
20230530_115000.WAV,PRIMAVERA,30,5,23,5/30/23
20230530_120000.WAV,PRIMAVERA,30,5,23,5/30/23
20230530_121000.WAV,PRIMAVERA,30,5,23,5/30/23
20230530_122000.WAV,PRIMAVERA,30,5,23,5/30/23
20230530_123000.WAV,PRIMAVERA,30,5,23,5/30/23
20230530_124000.WAV,PRIMAVERA,30,5,23,5/30/23
20230530_125000.WAV,PRIMAVERA,30,5,23,5/30/23
20230530_130000.WAV,PRIMAVERA,30,5,23,5/30/23
